"rid", "binaryID"
13145,10000000010001000000000000000000000000000000001000000000000000000000000000000000010000000001
13132,10000000010001000000000000000000000000000000001000000000000000000000000000000000010000000010
13104,10000000010001000000000000000000000000000000001000000000000000000000000000000000010000000100
13121,10000000010001000000000000000000000000000000001000000000000000000000000000000000010000000110
13124,10000000010001000000000000000000000000000000001000000000000000000000000000000000010000000111
11064,100000000100010000000000000000000000000000000010000000000000000000000000000000000000000000000
13048,100000000100010000000000000000000000000000000010000000000000000000000000000000000000000000001
12749,100000000100010000000000000000000000000000000010000000000000000000000000000000000000000001000
13556,100000000100010000000000000000000000000000000010000000000000000000000000000000000000000001010
13557,100000000100010000000000000000000000000000000010000000000000000000000000000000000000000001011
12293,100000000100010000000000000000000000000000000010000000000000000000000000000000000011000011000
13362,100000000100010000000000000000000000000000000010000000000000000000000000000000000011000011001
12275,100000000100010000000000000000000000000000000010000000000000000000000000000000000100000000000
13149,100000000100010000000000000000000000000000000010000000000000000000000000000000000100000000001
13154,100000000100010000000000000000000000000000000010000000000000000000000000000000000100000000010
13190,100000000100010000000000000000000000000000000010000000000000000000000000000000000100000000011
13128,100000000100010000000000000000000000000000000010000000000000000000000000000000000100000001110
11065,1000000001000100000000000000000000000000000000100000000000000000000000000000000000000000000000
12532,1000000001000100000000000000000000000000000000100000000000000000000000000000000000000000000001
12750,1000000001000100000000000000000000000000000000100000000000000000000000000000000000000000010000
13552,1000000001000100000000000000000000000000000000100000000000000000000000000000000000000000010001
13545,1000000001000100000000000000000000000000000000100000000000000000000000000000000000000000010110
12294,1000000001000100000000000000000000000000000000100000000000000000000000000000000000110000110000
13469,1000000001000100000000000000000000000000000000100000000000000000000000000000000000110000110001
12276,1000000001000100000000000000000000000000000000100000000000000000000000000000000001000000000000
13178,1000000001000100000000000000000000000000000000100000000000000000000000000000000001000000000001
13147,1000000001000100000000000000000000000000000000100000000000000000000000000000000001000000000010
13150,1000000001000100000000000000000000000000000000100000000000000000000000000000000001000000000011
13375,1000000001000100000000000000000000000000000000100000000000000000000000000000000001000000000110
11066,10000000010001000000000000000000000000000000001000000000000000000000000000000000000000000000000
